product_name,mrp,price,pdp_url,brand_name,product_category,retailer,description,rating,review_count,style_attributes,total_sizes,available_size,color
Wrap Star Bikini 978143,$13.00 ,$13.00 ,http://www1.macys.com/shop/product/b.temptd-by-wacoal-wrap-star-bikini-978143?ID=4559689&CategoryID=55805,b.tempt'd by Wacoal,Women - Lingerie & Shapewear - Panties,Macys US,"With a smooth microfiber back and an all-lace stretch front, the Wrap Star Bikini is the best of both worlds. Style #978143",5,1,"[""All stretch lace front"", ""Smooth microfiber back"", ""Lace wrap over feature at side of waist"", ""Pretty elastic waist and bow detail"", ""Sewn in cotton panel"", ""82% Nylon/18% Spandex Panel lining: 100% Cotton"", ""Hand wash"", ""Imported"", ""Web ID: 4559689""]","[""L"", ""XL""]","[""L"", ""XL""]",Iron
Body Caress Brief 13138,$11.50 ,$11.50 ,http://www1.macys.com/shop/product/vanity-fair-body-caress-brief-13138?ID=1526021&CategoryID=55805,Vanity Fair,Women - Lingerie & Shapewear - Panties,Macys US,The Body Caress brief by Vanity Fair features a luxuriously soft feel. Style #13138,3.9,15,"[""Non-binding edging at waistband and legs"", ""Lined at gusset"", ""Nylon/spandex; lining: cotton"", ""Machine washable"", ""Imported"", ""Web ID: 1526021""]","[""6"", ""7"", ""8"", ""9""]","[""6"", ""7"", ""8"", ""9""]",Midnight Black
Low-Impact Logo Bralette F3785,$28.00 ,$28.00 ,http://www1.macys.com/shop/product/calvin-klein-modern-cotton-low-impact-logo-bralette-f3785?ID=1356230&CategoryID=65739,Calvin Klein Modern Cotton,Women - Lingerie & Shapewear - Designer Lingerie,Macys US,Perfectly comfortable. The Modern Cotton Logo Bralette by Calvin Klein will be your new go-to style for those laid back days. Style #F3785 #mycalvins,4.7,68,"[""Low impact support bralette"", ""Non-adjustable straps"", ""Wide, elastic logo band"", ""Racerback"", ""Low-impact sports bra ideal for yoga, pilates and lounging"", ""Small: size 32; medium: size 34; large: size 36"", ""Cotton/modal/elastane"", ""Hand wash"", ""Imported"", ""Web ID: 1356230""]","[""XS"", ""S"", ""M"", ""L"", ""XL""]","[""S""]",Grey Heather/Bright Flash
So Sophisticated Underwire Bra 851287,$52.00 ,$36.40 ,http://www1.macys.com/shop/product/wacoal-so-sophisticated-underwire-bra-851287?ID=4363240&CategoryID=65739,Wacoal,Women - Lingerie & Shapewear - Designer Lingerie,Macys US,Lovely lace trim makes the supportive So Sophisticated Underwire Bra by Wacoal an ultra-feminine pick.,4.2,5,"[""Back-adjustable stretch straps"", ""Two-section cups with mesh lined detail"", ""Crisscross center front"", ""Leotard back"", ""Nylon/spandex"", ""Machine washable"", ""Imported"", ""Web ID: 4363240""]","[""32C"", ""32D"", ""32DD"", ""34C"", ""34D"", ""34DD"", ""36C"", ""36D"", ""36DD"", ""38B"", ""38C"", ""38D"", ""38DD""]","[""32C"", ""32D"", ""32DD"", ""34C"", ""34D"", ""34DD"", ""36C"", ""36D"", ""36DD""]",Sand
Invisibles Hipster 3-Pack QD3559,$33.00 ,$33.00 ,http://www1.macys.com/shop/product/calvin-klein-invisibles-hipster-3-pack-qd3559?ID=2435993&CategoryID=55805,Calvin Klein,Women - Lingerie & Shapewear - Panties,Macys US,Invisible comfort. Stock up on these must-have seamless hipsters from Calvin Klein.,4,4,"[""Seamless"", ""Iconic logo at left waistband"", ""Lined at gusset"", ""Comes in a pack of 3"", ""Nylon/elastane"", ""Machine washable"", ""Imported"", ""Web ID: 2435993"", ""Halter strap at back neck"", ""Unlined, wireless cups"", ""Wide lace band under bust"", ""Pull-on style"", ""Cotton/elastane"", ""Hand wash"", ""Imported""]","[""S"", ""M"", ""L"", ""XL""]","[""S"", ""M"", ""L"", ""XL""]",Light Caramel
Lace-Trim Hipster D3448,$12.00 ,$12.00 ,http://www1.macys.com/shop/product/calvin-klein-lace-trim-hipster-d3448?ID=2583921&CategoryID=55805,Calvin Klein,Women - Lingerie & Shapewear - Panties,Macys US,"Lacy legs and a silky, smooth feel make this hipster panty from Calvin Klein extra special.",,,"[""Elastic waist with Calvin Klein logo"", ""Lace trim at leg opening"", ""Lined at gusset"", ""Nylon/elastane"", ""Machine washable"", ""Imported"", ""Web ID: 2583921""]","[""S"", ""M"", ""L""]","[""S"", ""M"", ""L""]",Linear Ink Geo Ivory Blue
Queen Of Hearts Lace Bralette 6R7426,$48.00 ,$48.00 ,http://www1.macys.com/shop/product/hanky-panky-queen-of-hearts-lace-bralette-6r7426?ID=3581693&CategoryID=55799,Hanky Panky,Women - Lingerie & Shapewear - Bras,Macys US,Comfortable support gets a stylish upgrade in the Queen of Hearts bralette from Hanky Panky.,,,"[""Adjustable straps"", ""Unlined, wireless cups"", ""Soft, signature lace"", ""Bow at center front"", ""Lace band under bust"", ""Pull-on style"", ""Nylon; exclusive of trim"", ""Hand wash"", ""Made in USA"", ""Web ID: 3581693""]","[""XS"", ""S"", ""M""]","[""XS"", ""S"", ""M""]",Black/Red
Signature Lace Original Rise Thong 4811,$20.00 ,$20.00 ,http://www1.macys.com/shop/product/hanky-panky-signature-lace-original-rise-thong-4811?ID=1082681&CategoryID=55805,Hanky Panky,Women - Lingerie & Shapewear - Panties,Macys US,"You can't go wrong with Hanky Panky's signature fit, feel and comfort. The Signature Lace Original Rise Thong is made of beautiful, soft lace and has a flattering v-shaped waistband. It comes in an array of colors and best of all--there's no visible panty line! Style #4811",4.6,13,"[""One size fits all"", ""Soft lace"", ""V-shaped waistband"", ""Lined at gusset"", ""Neon color may be brighter than photo."", ""Nylon/spandex; gusset: cotton"", ""Hand wash"", ""Made in USA"", ""Web ID: 1082681""]","[""OS""]","[""OS""]",Dove
Embrace Lace Contour Bra 853191,$60.00 ,$60.00 ,http://www1.macys.com/shop/product/wacoal-embrace-lace-contour-bra-853191?ID=580047&CategoryID=65739,Wacoal,Women - Lingerie & Shapewear - Designer Lingerie,Macys US,"The latest style from Wacoal's popular Embrace Lace collection, this beautiful contour bra provides subtle cleavage with soft, molded cups. Style #853191",4.5,75,"[""Adjustable straps with scalloped edges"", ""Seamless underwire T-Shirt bra "", ""Smooth, soft, stretch foam contour cups "", ""Embroidered lace at center front and sides"", ""Dramatic open neckline "", ""Signature embrace lace scalloped frame around the entire sides of the bra"", ""Dual back hook-and-eye closure"", ""Nylon/spandex;lace:nylon/polyester/spandex;center lining:nylon;cups lining:polyester"", ""Hand wash"", ""Imported"", ""Web ID: 580047""]","[""30D"", ""30DD"", ""30DDD"", ""32C"", ""32D"", ""32DD"", ""32DDD"", ""32G"", ""34B"", ""34C"", ""34D"", ""34DD"", ""34DDD"", ""34G"", ""36B"", ""36C"", ""36D"", ""36DD"", ""36DDD"", ""36G"", ""38B"", ""38C"", ""38D"", ""38DD"", ""38DDD"", ""38G"", ""40C"", ""40D"", ""40DD"", ""40DDD""]","[""30D"", ""30DD"", ""30DDD"", ""32C"", ""32D"", ""32DD"", ""32DDD"", ""32G""]",Black
Signature Lace-Trim Bikini QF1422,$20.00 ,$20.00 ,http://www1.macys.com/shop/product/calvin-klein-signature-lace-trim-bikini-qf1422?ID=2755655&CategoryID=55805,Calvin Klein,Women - Lingerie & Shapewear - Panties,Macys US,Sweet seduction. The Calvin Klein Signature bikini features gorgeous sheer lace trim at the waist and leg openings.,,,"[""Elastic and lace waistband features logo"", ""Lace trim at the leg openings"", ""Lined at gusset"", ""Nylon/elastane"", ""Machine washable"", ""Imported"", ""Web ID: 2755655"", ""Halter strap at back neck"", ""Unlined, wireless cups"", ""Wide lace band under bust"", ""Pull-on style"", ""Cotton/elastane"", ""Hand wash"", ""Imported""]","[""XS"", ""S"", ""M"", ""L"", ""XL""]","[""XS"", ""S"", ""M"", ""L"", ""XL""]",Desert Sunset
Body Caress Full Coverage Contour Bra 75335,$38.00 ,$38.00 ,http://www1.macys.com/shop/product/vanity-fair-body-caress-full-coverage-contour-bra-75335?ID=310350&CategoryID=55799,Vanity Fair,Women - Lingerie & Shapewear - Bras,Macys US,The perfect shape to be in: a full-coverage Vanity Fair contour bra featuring a silky smooth fabric for supreme softness. It may be the softest bra you'll ever wear! Style #75335,4.5,245,"[""Multi-adjustable convertible thick straps snap into place"", ""Contour cups with underwire support"", ""Bow at front center"", ""Tag-free for comfort"", ""Back inset with smoothing effects"", ""Dual back hook-and-eye closure"", ""Back: polyester/spandex; cups: nylon/spandex"", ""Hand wash"", ""Imported"", ""Web ID: 310350""]","[""34B"", ""34C"", ""34D"", ""34DD"", ""36B"", ""36C"", ""36D"", ""36DD"", ""38B"", ""38C"", ""38D"", ""38DD"", ""40C"", ""40D"", ""40DD"", ""42C""]","[""34D"", ""34DD"", ""36C"", ""36DD"", ""38B""]",Walnut
Seductive Comfort Lace Underwire Bra QF1741,$46.00 ,$46.00 ,http://www1.macys.com/shop/product/calvin-klein-seductive-comfort-lace-underwire-bra-qf1741?ID=2908634&CategoryID=55799,Calvin Klein,Women - Lingerie & Shapewear - Bras,Macys US,An elegant floral lace pattern dances across the cups of this supportive and comfortable bra from Calvin Klein.,4,7,"[""Adjustable straps"", ""Lace, lined, underwire cups"", ""Keyhole detail at center front"", ""Double hook-and-eye back closure"", ""3-Piece cut-and-sew lace panels for additional support"", ""Nylon/elastane"", ""Hand wash"", ""Imported"", ""Web ID: 2908634""]","[""32B"", ""32C"", ""32D"", ""32DD"", ""32DDD"", ""34B"", ""34C"", ""34D"", ""34DD"", ""34DDD"", ""36B"", ""36C"", ""36D"", ""36DD"", ""36DDD"", ""38B"", ""38C"", ""38D"", ""38DD"", ""38DDD"", ""40B"", ""40C"", ""40D"", ""40DDD""]","[""32B"", ""32C"", ""32D"", ""32DD"", ""32DDD"", ""34B"", ""34C"", ""34D""]",Black
Awareness Wireless Bra 85276,$60.00 ,$60.00 ,http://www1.macys.com/shop/product/wacoal-awareness-wireless-bra-85276?ID=314493&CategoryID=55799,Wacoal,Women - Lingerie & Shapewear - Bras,Macys US,"Your favorite Wacoal bra, now in a soft-cup wireless design with amazing shape, support and pretty embroidery: the Awareness. Style #85276",4.6,62,"[""Thick, padded adjustable straps"", ""Wireless cups"", ""Shiny embroidered mesh at cups and sides"", ""Pretty openwork design at front center"", ""Elastic band at bottom for support"", ""Back dual hook-and-eye closure"", ""Nylon/spandex/elastane/polyester"", ""Hand wash"", ""Imported"", ""Web ID: 314493""]","[""34B"", ""34C"", ""34D"", ""34DD"", ""34DDD"", ""36B"", ""36C"", ""36D"", ""36DD"", ""36DDD"", ""38B"", ""38C"", ""38D"", ""38DD"", ""38DDD"", ""40B"", ""40C"", ""40D"", ""40DD"", ""40DDD"", ""42C"", ""42D"", ""42DD"", ""42DDD"", ""44C"", ""44D"", ""44DD"", ""44DDD""]","[""34B"", ""34C"", ""34D"", ""34DD"", ""34DDD"", ""36C"", ""36D""]",Black
Bodysuede Seamless Full-Figure Bra 85185,$60.00 ,$60.00 ,http://www1.macys.com/shop/product/wacoal-bodysuede-seamless-full-figure-bra-85185?ID=97172&CategoryID=55799,Wacoal,Women - Lingerie & Shapewear - Bras,Macys US,"A smooth move. The Bodysuede bra by Wacoal offers pure comfort and seamless underwire support, ideal for fuller figures. Style #85185",4.6,66,"[""Cushioned, adjustable straps"", ""Hidden sling inside cup for added support"", ""Seamless cups with underwire support"", ""Back hook-and-eye closure"", ""Nylon/spandex"", ""Hand wash"", ""Imported"", ""Web ID: 97172""]","[""32D"", ""32DD"", ""32DDD"", ""34C"", ""34D"", ""34DD"", ""34DDD"", ""36C"", ""36D"", ""36DD"", ""36DDD"", ""38C"", ""38D"", ""38DD"", ""38DDD"", ""40C"", ""40D"", ""40DD"", ""40DDD"", ""42D"", ""42DD"", ""42DDD"", ""44D"", ""44DD"", ""44DDD""]","[""32D"", ""32DD"", ""32DDD"", ""34C"", ""34D"", ""34DD"", ""34DDD"", ""36C""]",French Nude
Radiant Logo Thong 3-Pk. QD3590,$33.00 ,$33.00 ,http://www1.macys.com/shop/product/calvin-klein-radiant-logo-thong-3-pk.-qd3590?ID=2708303&CategoryID=55805,Calvin Klein,Women - Lingerie & Shapewear - Panties,Macys US,This thong 3-pack from Calvin Klein is made from breathable stretchy comfort fabric and features the iconic logo at the waistband.,,,"[""Elastic waistband features logo"", ""Lined at gusset"", ""Comes in a pack of 3"", ""Cotton/elastane"", ""Machine washable"", ""Imported"", ""Web ID: 2708303""]","[""S"", ""M"", ""L"", ""XL""]","[""S"", ""M"", ""L"", ""XL""]",Black/White/Ashford Gray
Invisibles Thong D3428,$13.00 ,$13.00 ,http://www1.macys.com/shop/product/calvin-klein-invisibles-thong-d3428?ID=579669&CategoryID=65739,Calvin Klein,Women - Lingerie & Shapewear - Designer Lingerie,Macys US,Let this magical thong by Calvin Klein pull a disappearing act under your clingiest clothes. The Invisibles thong is completely seamless. Style #D3428,4.2,57,"[""Seamless body"", ""Contrast logo at left hip"", ""Lined at gusset"", ""Nylon/elastane"", ""Machine washable"", ""Imported"", ""Web ID: 579669""]","[""S"", ""M"", ""L"", ""XL""]","[""S"", ""M"", ""L"", ""XL""]",Lust
Full Figure Beauty Back Smoother Wireless Bra 71380,$40.00 ,$40.00 ,http://www1.macys.com/shop/product/vanity-fair-full-figure-beauty-back-smoother-wireless-bra-71380?ID=639919&CategoryID=55799,Vanity Fair,Women - Lingerie & Shapewear - Bras,Macys US,"Embrace your curves with a smoothing sensation that's comfortable enough for all-day wear. This Beauty Back Bra by Vanity Fair combines the easiness of a wireless design with the power of shapewear. Built on a banded frame, seamless sides slim your back for an ultra-smooth look under clothes. Style #71380",4.5,137,"[""Adjustable straps"", ""Full-figure wireless contour cups"", ""Floral lace at center front"", ""Seamless sides and back with powerful smoothing effects"", ""Leotard back prevents straps from slipping"", ""Triple back hook-and-eye closure"", ""Polyester/nylon/spandex"", ""Hand wash"", ""Imported"", ""Web ID: 639919""]","[""36C"", ""38C"", ""38D"", ""38DD"", ""38DDD"", ""40B"", ""40C"", ""40D"", ""40DD"", ""40DDD"", ""42B"", ""42C"", ""42D"", ""42DD"", ""42DDD"", ""44B"", ""44C"", ""44D"", ""44DD"", ""44DDD""]","[""36C"", ""38C"", ""38D"", ""38DD"", ""38DDD"", ""40B"", ""40C"", ""40D""]",White
b.wow'd Push-Up Bra 958287,$42.00 ,$42.00 ,http://www1.macys.com/shop/product/b.temptd-b.wowd-push-up-bra-958287?ID=1642045&CategoryID=65739,b.tempt'd,Women - Lingerie & Shapewear - Designer Lingerie,Macys US,"So gorgeous and sexy. b.tempt'd's b'wow'd Push Up Bra features a super-low plunge with a clean, scallop neckline and convertible, removable contrasting straps. Style #958287",4.9,7,"[""Convertible, removable contrasting satin straps"", ""Plunge one-piece push-up bra with integrated wire"", ""Contrast satin trim and straps"", ""Scallop trim around neckline "", ""Leopard-print lining"", "" Double back hook-and-eye closure "", ""Nylon/spandex"", ""Hand wash"", ""Imported"", ""Web ID: 1642045""]","[""30C"", ""30D"", ""30DD"", ""32A"", ""32B"", ""32C"", ""32D"", ""32DD"", ""34A"", ""34B"", ""34C"", ""34D"", ""34DD"", ""36A"", ""36B"", ""36C"", ""36D"", ""36DD"", ""38B"", ""38C""]","[""30C"", ""30D"", ""30DD"", ""32A"", ""32B"", ""32C"", ""32D"", ""32DD"", ""34A""]",Au Natural
After Midnight Open Panel Cheeky Hipster 482921,$32.00 ,$32.00 ,http://www1.macys.com/shop/product/hanky-panky-after-midnight-open-panel-cheeky-hipster-482921?ID=1773909&CategoryID=65739,Hanky Panky,Women - Lingerie & Shapewear - Designer Lingerie,Macys US,Unleash your sexy side with a seductive style from Hanky Panky's After Midnight Collection. This Cheeky Hipster features an all-lace body and an open panel design. Style #482921,5,1,"[""All-over lace body "", ""Bow at center front"", ""Nylon/spandex"", ""Hand wash"", ""Made in USA"", ""Web ID: 1773909""]","[""S"", ""M"", ""L""]","[""S"", ""M"", ""L""]",Red
Beauty Back Full Coverage Bra 75345,$38.00 ,$38.00 ,http://www1.macys.com/shop/product/vanity-fair-beauty-back-full-coverage-bra-75345?ID=719031&CategoryID=55799,Vanity Fair,Women - Lingerie & Shapewear - Bras,Macys US,Beautiful basics with a touch of sophistication. Vanity Fair's Beauty Back Full Coverage Bra features thick straps for comfortable support and two-ply wings for extra smoothing. Style #75345,4.5,217,"[""Thick, adjustable straps for comfort and support"", ""Smooth underwire contour cups"", ""Two-ply wings for extra smoothing"", ""Leotard back smoothes and prevents strap slippage"", ""Double hook-and-eye back closure"", ""Nylon/spandex"", ""Hand wash"", ""Imported"", ""Web ID: 719031""]","[""34C"", ""34D"", ""34DD"", ""36B"", ""36C"", ""36D"", ""36DD"", ""38B"", ""38C"", ""38D"", ""38DD"", ""40C"", ""40D"", ""42C"", ""42D""]","[""34C"", ""34D"", ""36B"", ""36C"", ""36D"", ""36DD"", ""38B"", ""38C""]",Dapper Dot Print
Sleek String Bikini D3510,$13.00 ,$13.00 ,http://www1.macys.com/shop/product/calvin-klein-sleek-string-bikini-d3510?ID=1297109&CategoryID=55805,Calvin Klein,Women - Lingerie & Shapewear - Panties,Macys US,A sleek and simple touch. The Sleek String Bikini by Calvin Klein feature's the designer's logo on the left side. Style #D3510,4.8,20,"[""Thin, elastic string waistband"", ""Lined at gusset"", ""Nylon/elastane; gusset: cotton"", ""Machine washable"", ""Imported"", ""Web ID: 1297109""]","[""S"", ""M"", ""L""]","[""S"", ""M"", ""L""]",Bare
Tease Customized Lift Demi Bra QF1640,$46.00 ,$46.00 ,http://www1.macys.com/shop/product/calvin-klein-tease-customized-lift-demi-bra-qf1640?ID=3053044&CategoryID=65739,Calvin Klein,Women - Lingerie & Shapewear - Designer Lingerie,Macys US,A pretty contrast band and center cutout beautifully accent this comfy demi bra from Calvin Klein.,5,1,"[""Adjustable straps"", ""Padded, underwire cups"", ""Cutout at center front"", ""Double hook-and-eye back closure"", ""Nylon/elastane"", ""Hand wash"", ""Imported"", ""Web ID: 3053044""]","[""30C"", ""30D"", ""30DD"", ""32A"", ""32B"", ""32C"", ""32D"", ""32DD"", ""34A"", ""34B"", ""34C"", ""34D"", ""34DD"", ""36A"", ""36B"", ""36C"", ""36D"", ""36DD"", ""38C"", ""38D""]","[""30C"", ""30D"", ""32A"", ""32B"", ""32C"", ""32D"", ""32DD"", ""34A""]",Stillness
Radiant Logo Thong 3-Pk. QD3590,$33.00 ,$33.00 ,http://www1.macys.com/shop/product/calvin-klein-radiant-logo-thong-3-pk.-qd3590?ID=2708303&CategoryID=65739,Calvin Klein,Women - Lingerie & Shapewear - Designer Lingerie,Macys US,This thong 3-pack from Calvin Klein is made from breathable stretchy comfort fabric and features the iconic logo at the waistband.,,,"[""Elastic waistband features logo"", ""Lined at gusset"", ""Comes in a pack of 3"", ""Cotton/elastane"", ""Machine washable"", ""Imported"", ""Web ID: 2708303""]","[""S"", ""M"", ""L"", ""XL""]","[""S"", ""M"", ""L"", ""XL""]",Black/Gray/Ocean Floor
b.splendid Seamless Bralette 911255,$30.00 ,$30.00 ,http://www1.macys.com/shop/product/b.temptd-by-wacoal-b.splendid-seamless-bralette-911255?ID=4427330&CategoryID=65739,b.tempt'd by Wacoal,Women - Lingerie & Shapewear - Designer Lingerie,Macys US,Simple meets classic in the comfy heather fabric of the b.splendid bralette from b.tempt'd by Wacoal.,,,"[""Adjustable straps"", ""Wireless, soft cups"", ""Wide band under bust for a secure fit"", ""Foldover elastic at neckline, underarm and top back for a tailored finish"", ""Pull-on style"", ""Nylon/polyester/spandex"", ""Hand wash"", ""Imported"", ""Web ID: 4427330""]","[""S"", ""M"", ""L"", ""XL""]","[""S"", ""M"", ""L"", ""XL""]",Au Natural/Heather
b.sultry Lace Bikini 978361,$13.00 ,$7.31 ,http://www1.macys.com/shop/product/b.temptd-by-wacoal-b.sultry-lace-bikini-978361?ID=2847691&CategoryID=65739,b.tempt'd by Wacoal,Women - Lingerie & Shapewear - Designer Lingerie,Macys US,Gorgeous Chantilly lace provides an exquisite accent to the stretch sheer mesh body of this bikini from b.tempt'd by Wacoal.,5,1,"[""Elastic waistband with contrast bow"", ""Stretch mesh body"", ""Lined at gusset"", ""Nylon/spandex; gusset: cotton"", ""Hand wash"", ""Imported"", ""Web ID: 2847691""]","[""S"", ""M"", ""L"", ""XL""]","[""S"", ""M"", ""L"", ""XL""]",Night
Cross-Dyed Low Rise Lace Thong 591054,$23.00 ,$23.00 ,http://www1.macys.com/shop/product/hanky-panky-cross-dyed-low-rise-lace-thong-591054?ID=1264990&CategoryID=65739,Hanky Panky,Women - Lingerie & Shapewear - Designer Lingerie,Macys US,"Up the fun factor in your thong collection with colorful floral lace—doubly playful, dyed in two tones by Hanky Panky.",,,"[""Low rise "", ""Two-tone lace"", ""Nylon/rayon; Exclusive of trim"", ""Hand wash"", ""Made in USA"", ""Web ID: 1264990""]","[""OS""]","[""OS""]",Ivory/Coal
b.wow'd Push-Up Bra 958287,$42.00 ,$42.00 ,http://www1.macys.com/shop/product/b.temptd-b.wowd-push-up-bra-958287?ID=1642045&CategoryID=55799,b.tempt'd,Women - Lingerie & Shapewear - Bras,Macys US,"So gorgeous and sexy. b.tempt'd's b'wow'd Push Up Bra features a super-low plunge with a clean, scallop neckline and convertible, removable contrasting straps. Style #958287",4.9,7,"[""Convertible, removable contrasting satin straps"", ""Plunge one-piece push-up bra with integrated wire"", ""Contrast satin trim and straps"", ""Scallop trim around neckline "", ""Leopard-print lining"", "" Double back hook-and-eye closure "", ""Nylon/spandex"", ""Hand wash"", ""Imported"", ""Web ID: 1642045""]","[""30C"", ""30D"", ""30DD"", ""32A"", ""32B"", ""32C"", ""32D"", ""32DD"", ""34A"", ""34B"", ""34C"", ""34D"", ""34DD"", ""36A"", ""36B"", ""36C"", ""36D"", ""36DD"", ""38B"", ""38C""]","[""30C"", ""30D"", ""30DD"", ""32A"", ""32B"", ""32C"", ""32D"", ""32DD"", ""34A""]",Night/Animal Print Lining
Plus Size Retro Thong 9K1926X,$25.00 ,$25.00 ,http://www1.macys.com/shop/product/hanky-panky-plus-size-retro-thong-9k1926x?ID=1087879&CategoryID=68110,Hanky Panky,Women - Lingerie & Shapewear - Panties,Macys US,"You can't go wrong with Hanky Panky's signature fit, feel and comfort. The Retro Thong has a high waist that's designed with an extra-generous band of lace to make the tummy appear slimmer. Fits sizes 14-24. Style #9K1926X",4.8,9,"[""High-waist panty "", ""Soft, stretch signature lace "", ""Lined at gusset "", ""Body: Nylon; Trim: nylon/spandex; lining: cotton"", ""Hand wash"", ""Made in USA"", ""Web ID: 1087879""]","[""OS""]","[""OS""]",Chai
Signature Lace Low Rise Thong 4911,$20.00 ,$20.00 ,http://www1.macys.com/shop/product/hanky-panky-signature-lace-low-rise-thong-4911?ID=1082680&CategoryID=65739,Hanky Panky,Women - Lingerie & Shapewear - Designer Lingerie,Macys US,"You can't go wrong with Hanky Panky's signature fit, feel and comfort. The Signature Lace Low Rise Thong is made of beautiful, soft lace and has a flattering v-shaped waistband. It comes in an array of colors and best of all--there's no visible panty line! Style #4911",4.2,5,"[""One size fits all"", ""Soft lace"", ""V-shaped waistband"", ""Lined at gusset"", ""Neon color may be brighter than photo"", ""Nylon/spandex; gusset: cotton"", ""Hand wash"", ""Made in USA"", ""Web ID: 1082680""]","[""OS""]","[""OS""]",Sun Tan
Signature Lace Boyshort 4812,$32.00 ,$32.00 ,http://www1.macys.com/shop/product/hanky-panky-signature-lace-boyshort-4812?ID=1082682&CategoryID=65739,Hanky Panky,Women - Lingerie & Shapewear - Designer Lingerie,Macys US,"You can't go wrong with Hanky Panky's signature fit, feel and comfort. The Signature Lace Boyshort is made of soft lace and features pretty lace trim around the waistband and legs. Style #4812",4.9,7,"[""Soft lace "", ""V-shaped waistband "", ""Lined at gusset "", ""Body: Nylon; Trm: Nylon/spandex; Lining: cotton"", ""Hand wash"", ""Made in USA"", ""Web ID: 1082682""]","[""XS"", ""S"", ""M"", ""L""]","[""XS"", ""S"", ""M"", ""L""]",Navy
Radiant Cotton Thong QD3539,$13.00 ,$13.00 ,http://www1.macys.com/shop/product/calvin-klein-radiant-cotton-thong-qd3539?ID=1984418&CategoryID=65739,Calvin Klein,Women - Lingerie & Shapewear - Designer Lingerie,Macys US,You'll want this classic style in your collection. Calvin Klein's Radiant Cotton Thong features a wide elastic waistband that's decorated with the brand's signature logo. Style #QD3539,4.7,11,"[""Wide elastic waistband with designer logo"", ""Lined at gusset"", ""Cotton/nylon/polyester/elastane; gusset: cotton"", ""Machine washable"", ""Imported"", ""Web ID: 1984418""]","[""S"", ""M"", ""L"", ""XL""]","[""S"", ""M"", ""L""]",Bold Violet
CK Black Embrace Hipster With Removable Garters QF1623,$58.00 ,$58.00 ,http://www1.macys.com/shop/product/calvin-klein-ck-black-embrace-hipster-with-removable-garters-qf1623?ID=2980872&CategoryID=68110,Calvin Klein,Women - Lingerie & Shapewear - Sexy Lingerie,Macys US,Calvin Klein's pretty hipster panties invoke vintage romance with delicate lace paneling and removable garters.,,,"[""Elastic waistband"", ""Sheer lace front and back panels"", ""Cotton gusset"", ""Removable, adjustable garters"", ""Nylon/polyester/elastane"", ""Hand wash"", ""Imported"", ""Web ID: 2980872"", ""Halter strap at back neck"", ""Unlined, wireless cups"", ""Wide lace band under bust"", ""Pull-on style"", ""Cotton/elastane"", ""Hand wash"", ""Imported""]","[""S"", ""M"", ""L""]","[""S"", ""M"", ""L""]",Light Bare Black
Zebra Low Rise Thong 441584,$23.00 ,$23.00 ,http://www1.macys.com/shop/product/hanky-panky-zebra-low-rise-thong-441584?ID=1773884&CategoryID=55805,Hanky Panky,Women - Lingerie & Shapewear - Panties,Macys US,"You can't go wrong with Hanky Panky's signature fit, feel and comfort. The Zebra Low Rise Thong is made of beautiful, soft lace and has a flattering v-shaped waistband. Best of all-there's no visible panty line! Style #441584",,,"[""One size fits sizes 2-12"", ""Soft lace"", ""V-shaped waistband "", ""Lined at gusset "", ""Nylon/spandex; gusset: cotton"", ""Hand wash"", ""Made in USA"", ""Web ID: 1773884""]","[""OS""]","[""OS""]",Ivory
Low-Impact Logo Bralette F3785,$28.00 ,$28.00 ,http://www1.macys.com/shop/product/calvin-klein-modern-cotton-low-impact-logo-bralette-f3785?ID=1356230&CategoryID=55799,Calvin Klein Modern Cotton,Women - Lingerie & Shapewear - Bras,Macys US,Perfectly comfortable. The Modern Cotton Logo Bralette by Calvin Klein will be your new go-to style for those laid back days. Style #F3785 #mycalvins,4.7,69,"[""Low impact support bralette"", ""Non-adjustable straps"", ""Wide, elastic logo band"", ""Racerback"", ""Low-impact sports bra ideal for yoga, pilates and lounging"", ""Small: size 32; medium: size 34; large: size 36"", ""Cotton/modal/elastane"", ""Hand wash"", ""Imported"", ""Web ID: 1356230""]","[""XS"", ""S"", ""M"", ""L"", ""XL""]","[""S"", ""M"", ""L""]",Coastal
Signature Lace Original Rise Thong 4811,$20.00 ,$20.00 ,http://www1.macys.com/shop/product/hanky-panky-signature-lace-original-rise-thong-4811?ID=1082681&CategoryID=55805,Hanky Panky,Women - Lingerie & Shapewear - Panties,Macys US,"You can't go wrong with Hanky Panky's signature fit, feel and comfort. The Signature Lace Original Rise Thong is made of beautiful, soft lace and has a flattering v-shaped waistband. It comes in an array of colors and best of all--there's no visible panty line! Style #4811",4.6,13,"[""One size fits all"", ""Soft lace"", ""V-shaped waistband"", ""Lined at gusset"", ""Neon color may be brighter than photo."", ""Nylon/spandex; gusset: cotton"", ""Hand wash"", ""Made in USA"", ""Web ID: 1082681""]","[""OS""]","[""OS""]",Sun Tan
