name,amg_movie_id,movie_title,role_type,rating,year,id
Joaquin Phoenix,V 581829,The Immigrant,Normal Acting,,2013,42430
Brad Dourif,V 570966,Curse of Chucky,Voice,,2013,42577
Brad Dourif,V 577603,Criminal Minds: The Lesson,Normal Acting,,2012,42578
Brad Dourif,V 592363,End of the World,Normal Acting,,2012,42579
Brad Dourif,V 579170,Last Kind Words,Normal Acting,,2012,42580
Lindsay Crouse,V 592935,Somewhere Slow,Normal Acting,,2013,42734
Hailee Steinfeld,V 586984,For the Dogs,Normal Acting,,2015,42949
Hailee Steinfeld,V 583337,Term Life,Normal Acting,,2015,42950
Hailee Steinfeld,V 576502,3 Days to Kill,Normal Acting,,2014,42951
Hailee Steinfeld,V 582232,The Keeping Room,Normal Acting,,2014,42952
Gabourey Sidibe,V 569714,The Big C: Hereafter: Season 04,Normal Acting,,2013,42957
Gabourey Sidibe,V 562282,The Big C: Season 03,Normal Acting,,2012,42959
Jon Voight,V 575927,Baby Geniuses and the Mystery of the Crown Jewels,Normal Acting,,2012,43016
Jon Voight,V 570975,Casting By,Participant,,2012,43017
Rinko Kikuchi,V 592566,"Kumiko, the Treasure Hunter",Normal Acting,,2014,43216
Robert Redford,V 562324,Captain America: The Winter Soldier,Normal Acting,,2014,43374
Robert Redford,V 592653,Drunktown's Finest,Executive Producer,,2014,43375
Robert Redford,V 570975,Casting By,Participant,,2012,43378
Robert Redford,V 576753,Watershed: Exploring a New Water Ethic for the New West,Voice,,2012,43382
Marion Cotillard,V 583224,The Little Prince,Normal Acting,,2015,43492
Marion Cotillard,V 581827,Blood Ties,Normal Acting,,2013,43493
Marion Cotillard,V 581829,The Immigrant,Normal Acting,,2013,43494
Lauren Bacall,V 560749,The Forger,Normal Acting,,2012,43766
Christian Bale,V 582604,Exodus,Normal Acting,,2014,43840
Christian Bale,V 551560,Knight of Cups,Normal Acting,,2014,43841
Christian Bale,V 546684,The Last Photograph,Normal Acting,,2014,43842
Christian Bale,V 551559,Untitled Terrence Malick Production,Normal Acting,,2014,43843
Meryl Streep,V 581559,Into the Woods,Normal Acting,,2014,43894
Meryl Streep,V 589156,The Giver,Normal Acting,,2014,43895
Meryl Streep,V 580742,Out of Print,Voice,,2013,43898
Meryl Streep,V 549205,Hope Springs,Normal Acting,,2012,43899
Meryl Streep,V 562115,Joe Papp in Five Acts,Normal Acting,,2012,43900
Meryl Streep,V 556980,To the Arctic,Voice,,2012,43901
Vanessa Redgrave,V 575540,Call the Midwife: Series 02,Voice,,2013,44000
Vanessa Redgrave,V 575539,Call the Midwife: Series 01,Voice,,2012,44002
Vanessa Redgrave,V 572954,The Last Will and Testament of Rosalind Leigh,Normal Acting,,2012,44003
Vanessa Redgrave,V 570852,Unfinished Song,Normal Acting,,2012,44004
John Travolta,V 536985,Gotti: In the Shadow of My Father,Normal Acting,,2014,44247
John Travolta,V 570975,Casting By,Participant,,2012,44249
Amy Adams,V 585336,Untitled Batman-Superman Movie,Normal Acting,,2015,44570
Amy Adams,V 573188,Get It While You Can,Normal Acting,,2014,44572
Amy Adams,V 584009,Lullaby,Normal Acting,,2013,44576
Tim Roth,V 587209,A Fuller Life,Participant,,2013,44620
Tim Roth,V 562330,Grace of Monaco,Normal Acting,,2013,44621
Tim Roth,V 577392,M??bius,Normal Acting,,2013,44622
Tim Roth,V 571783,The Liability,Normal Acting,,2012,44625
Mare Winningham,V 582953,Hawaii Five-0: Ho'opio (To Take Captive),Normal Acting,,2013,45258
Mare Winningham,V 564276,Hatfields & McCoys,Normal Acting,,2012,45260
Jude Law,V 583770,Black Sea,Normal Acting,,2015,45434
Jude Law,V 583188,Dom Hemingway,Normal Acting,,2014,45435
Jude Law,V 569290,Grand Budapest Hotel,Normal Acting,,2014,45436
John Malkovich,V 558982,Cesar Chavez,Normal Acting,,2013,45816
John Malkovich,V 558982,Cesar Chavez,Producer,,2013,45817
John Malkovich,V 585277,Cut Bank,Normal Acting,,2013,45818
John Malkovich,V 570889,Lines of Wellington,Normal Acting,,2012,45821
John Malkovich,V 587018,Noseland,Participant,,2012,45822
David Strathairn,V 532210,Godzilla,Normal Acting,,2014,45996
David Strathairn,V 564268,Hemingway & Gellhorn,Normal Acting,,2012,45997
David Strathairn,V 567841,Maladies,Normal Acting,,2012,45999
David Strathairn,V 567821,"No God, No Master",Normal Acting,,2012,46000
Giancarlo Giannini,V 583036,Ti ho cercata in tutti i necrologi,Director,,2013,46091
Giancarlo Giannini,V 557623,AmeriQua,Normal Acting,,2012,46092
Giancarlo Giannini,V 569785,Oma in Roma,Normal Acting,,2012,46093
Ken Watanabe,V 582636,Silence,Normal Acting,,2016,46237
Ken Watanabe,V 532210,Godzilla,Normal Acting,,2014,46238
Ken Watanabe,V 570562,Yurusarezaru Mono,Normal Acting,,2013,46239
Estelle Parsons,V 582948,The Good Wife: What's in the Box?,Normal Acting,,2013,46350
"Cuba Gooding, Jr.",V 579257,Absolute Deception,Normal Acting,,2013,46566
"Cuba Gooding, Jr.",V 590270,Life of a King,Normal Acting,,2013,46568
"Cuba Gooding, Jr.",V 576831,Summoned,Normal Acting,,2013,46570
"Cuba Gooding, Jr.",V 585132,Firelight,Normal Acting,,2012,46571
"Cuba Gooding, Jr.",V 567667,One in the Chamber,Normal Acting,,2012,46572
Angelina Jolie,V 571318,Kung Fu Panda 3,Voice,,2015,46855
Angelina Jolie,V 578472,Unbroken,Director,,2015,46856
Angelina Jolie,V 578472,Unbroken,Producer,,2015,46857
Angelina Jolie,V 559330,Maleficent,Executive Producer,,2014,46858
Angelina Jolie,V 559330,Maleficent,Normal Acting,,2014,46859
Angelina Jolie,V 580310,The International Criminal Court,,,2013,46860
Jessica Lange,V 574726,American Horror Story: Season 03,Normal Acting,,2013,47004
Jessica Lange,V 558534,American Horror Story: Season 02,Normal Acting,,2012,47007
Peter Firth,V 571651,World Without End,Normal Acting,,2012,47053
Hilary Swank,V 580624,Mary and Martha,Normal Acting,,2013,47278
Alfre Woodard,V 576593,Private Practice: The Next Episode,Normal Acting,,2012,47543
Alfre Woodard,V 578614,Steel Magnolias,Normal Acting,,2012,47544
James Stewart,V 587458,Alfred Hitchcock: Master of Suspense,Participant,,2013,47673
Ned Beatty,V 570975,Casting By,Participant,,2012,47951
Kevin Costner,V 576502,3 Days to Kill,Normal Acting,,2014,48387
Kevin Costner,V 581057,Draft Day,Normal Acting,,2014,48388
Kevin Costner,V 584285,McFarland,Normal Acting,,2014,48391
Kevin Costner,V 564276,Hatfields & McCoys,Normal Acting,,2012,48394
Kevin Costner,V 564276,Hatfields & McCoys,Producer,,2012,48395
Elliott Gould,V 574931,Divorce Invitation,Normal Acting,,2012,48775
Elliott Gould,V 572527,Fred Won't Move Out,Normal Acting,,2012,48776
Rachel Griffiths,V 589203,Patrick,Normal Acting,,2013,48964
Taraji P. Henson,V 558568,No Good Deed,Normal Acting,,2014,49049
Taraji P. Henson,V 587316,Person of Interest: Season 03,Normal Acting,,2013,49050
Taraji P. Henson,V 560536,Whitney Houston: We Will Always Love You,Participant,,2012,49052
Anjelica Huston,V 592252,The Pirate Fairy,Voice,,2014,49081
Anjelica Huston,V 560098,Secret of the Wings,Voice,,2012,49082
Anjelica Huston,V 560999,Smash: Season 01,Normal Acting,,2012,49083
Edward Norton,V 569290,Grand Budapest Hotel,Normal Acting,,2014,49380
Mickey Rooney,V 562894,Last Will and Embezzlement,Participant,,2012,49422
Tim Robbins,V 585191,Welcome to Me,Normal Acting,,2014,49798
Tim Robbins,V 579042,Gore Vidal: The United States of Amnesia,Participant,,2013,49799
Tim Robbins,V 557023,Life of Crime,Normal Acting,,2013,49800
Nicolas Cage,V 546901,Frank or Francis,Normal Acting,,2015,50240
Nicolas Cage,V 572199,Amicus,Normal Acting,,2014,50241
Nicolas Cage,V 573432,Left Behind,Normal Acting,,2014,50242
Nicolas Cage,V 566694,Stolen,Normal Acting,,2012,50248
Virginia Madsen,V 580714,The Last Keepers,Normal Acting,,2013,50334
Virginia Madsen,V 579481,Crazy Kind of Love,Normal Acting,,2012,50335
John Hurt,V 558703,Hercules,Normal Acting,,2014,50867
John Hurt,V 581892,Benjamin Britten: Peace and Conflict,Voice,,2013,50868
John Hurt,V 589232,Doctor Who: The Day of the Doctor,Normal Acting,,2013,50870
John Hurt,V 558413,Snowpiercer,Normal Acting,,2013,50872
Naomi Watts,V 593157,Birdman,Normal Acting,,2014,51146
Michael Shannon,V 586323,Midnight Special,Normal Acting,,2015,51602
Laurence Fishburne,V 585336,Untitled Batman-Superman Movie,Normal Acting,,2015,51643
Laurence Fishburne,V 592485,The Signal,Normal Acting,,2014,51645
Laurence Fishburne,V 575267,Hannibal [TV Series],Normal Acting,,2013,51646
Fernanda Montenegro,V 585828,O Tempo e o Vento,Normal Acting,,2013,51758
Jeremy Renner,V 592148,Bourne 5,Normal Acting,,2015,51775
Jeremy Renner,V 584008,Kill the Messenger,Normal Acting,,2015,51776
Jeremy Renner,V 570172,The Avengers: Age of Ultron,Normal Acting,,2015,51777
Jeremy Renner,V 573066,Nightingale,Normal Acting,,2013,51782
Jeremy Renner,V 581829,The Immigrant,Normal Acting,,2013,51783
Anthony Hopkins,V 549887,Noah,Normal Acting,,2014,51812
Anthony Hopkins,V 570247,Solace,Normal Acting,,2014,51813
Amy Madigan,V 591986,Frontera,Normal Acting,,2014,52065
Diane Lane,V 585336,Untitled Batman-Superman Movie,Normal Acting,,2015,52179
Diane Lane,V 570975,Casting By,Participant,,2012,52182
Diane Lane,V 572599,Half the Sky,Participant,,2012,52183
Abigail Breslin,V 583915,Maggie,Normal Acting,,2014,52349
Abigail Breslin,V 568482,Zambezia,Voice,,2012,52354
Frances McDormand,V 547697,The Good Dinosaur,Normal Acting,,2015,52849
John C. Reilly,V 568178,Guardians of the Galaxy,Normal Acting,,2014,52895
Stockard Channing,V 582947,The Good Wife: A More Perfect Union,Normal Acting,,2013,52958
Stockard Channing,V 578515,The Good Wife: Death of a Client,Normal Acting,,2013,52959
Stockard Channing,V 577652,The Good Wife: A Defense of Marriage,Normal Acting,,2012,52960
Stockard Channing,V 567457,The Good Wife: Season 04,Normal Acting,,2012,52961
Juliette Lewis,V 567420,"Derby, Baby! A Story of Love, Addiction and Rink Rash",Voice,,2012,53062
Juliette Lewis,V 578892,Open Road,Normal Acting,,2012,53063
Anna Magnani,V 575079,The War of the Volcanoes,,,2012,53121
F. Murray Abraham,V 569290,Grand Budapest Hotel,Normal Acting,,2014,53395
F. Murray Abraham,V 582351,Elementary: A Landmark Story,Normal Acting,,2013,53397
F. Murray Abraham,V 574342,Goltzius and the Pelican Company,Normal Acting,,2012,53399
F. Murray Abraham,V 582160,Homeland: Broken Hearts,Normal Acting,,2012,53400
F. Murray Abraham,V 570229,Nature: Magic of the Snowy Owl,Voice,,2012,53401
F. Murray Abraham,V 572636,September Eleven 1683,Normal Acting,,2012,53402
F. Murray Abraham,V 577650,The Good Wife: Anatomy of a Joke,Normal Acting,,2012,53406
Jake Gyllenhaal,V 581559,Into the Woods,Normal Acting,,2014,53528
Jake Gyllenhaal,V 584771,Enemy,Normal Acting,,2013,53529
Leonardo DiCaprio,V 585884,Akira,Producer,,2015,53673
Leonardo DiCaprio,V 584260,Mean Business on North Ganson Street,Normal Acting,,2015,53674
Leonardo DiCaprio,V 584260,Mean Business on North Ganson Street,Producer,,2015,53675
Leonardo DiCaprio,V 550516,The Twilight Zone,Producer,,2015,53676
Leonardo DiCaprio,V 587837,Wilson,Normal Acting,,2015,53677
Leonardo DiCaprio,V 587837,Wilson,Producer,,2015,53678
Leonardo DiCaprio,V 568720,Harker,Producer,,2014,53679
Glenn Close,V 589208,Cruella,Executive Producer,,2015,53820
Glenn Close,V 568178,Guardians of the Galaxy,Normal Acting,,2014,53821
Glenn Close,V 592540,Low Down,Normal Acting,,2014,53822
Glenn Close,V 570975,Casting By,Participant,,2012,53823
Sophie Okonedo,V 584388,Doctor Who: Scream of the Shalka,Voice,,2013,53954
Marianne Jean-Baptiste,V 535343,Robocop,Normal Acting,,2014,54140
Marianne Jean-Baptiste,V 579581,The Moment,Normal Acting,,2013,54141
Marianne Jean-Baptiste,V 576591,Private Practice: Good Grief,Normal Acting,,2012,54142
Marianne Jean-Baptiste,V 576596,Private Practice: Life Support,Normal Acting,,2012,54143
Maggie Gyllenhaal,V 562276,BAM150,Participant,,2012,54286
Sylvester Stallone,V 574178,The Expendables 3,Normal Acting,,2014,54330
Sylvester Stallone,V 574178,The Expendables 3,Producer,,2014,54331
Sylvester Stallone,V 574178,The Expendables 3,Screenwriter,,2014,54332
Ian Holm,V 569637,The Hobbit: There and Back Again,Normal Acting,,2014,54448
Daniel Day-Lewis,V 578280,Access to the Danger Zone,Normal Acting,,2012,54701
Robert Forster,V 592935,Somewhere Slow,Normal Acting,,2013,54727
Cate Blanchett,V 582420,Blackbird,Normal Acting,,2015,54844
Cate Blanchett,V 558503,Cinderella,Normal Acting,,2014,54845
Cate Blanchett,V 516176,How to Train Your Dragon 2,Voice,,2014,54846
Cate Blanchett,V 551560,Knight of Cups,Normal Acting,,2014,54847
Cate Blanchett,V 569637,The Hobbit: There and Back Again,Normal Acting,,2014,54848
Cate Blanchett,V 573665,The Monuments Men,Normal Acting,,2014,54850
Cate Blanchett,V 551559,Untitled Terrence Malick Production,Normal Acting,,2014,54851
Cate Blanchett,V 591803,Journey to the South Pacific,Voice,,2013,54854
Cate Blanchett,V 588293,The Galapagos Affair: Satan Came to Eden,Voice,,2013,54855
Cate Blanchett,V 586471,The Turning,Normal Acting,,2013,54858
Jesse Eisenberg,V 571337,Rio 2,Voice,,2014,54899
Jesse Eisenberg,V 587876,Alpha and Omega 2: A Howl-iday Adventure,Voice,,2013,54901
Catherine Deneuve,V 577042,Elle s'en va,Normal Acting,,2013,54927
Catherine Deneuve,V 570317,Ast??rix and Ob??lix: God Save Britannia,Normal Acting,,2012,54928
Catherine Deneuve,V 570889,Lines of Wellington,Normal Acting,,2012,54930
Lesley Ann Warren,V 578392,Psych: 100 Clues,Normal Acting,,2013,55092
Shirley Knight,V 589751,Redwood Highway,Normal Acting,,2013,55273
Geena Davis,V 570642,Coma,Normal Acting,,2012,55373
Morgan Freeman,V 590860,London Has Fallen,Normal Acting,,2015,55522
Morgan Freeman,V 583768,Dolphin Tale 2,Normal Acting,,2014,55523
Morgan Freeman,V 585151,Lucy,Normal Acting,,2014,55524
Morgan Freeman,V 552740,The LEGO Movie,Voice,,2014,55525
Morgan Freeman,V 573633,Transcendence,Normal Acting,,2014,55526
Morgan Freeman,V 590884,JFK: A President Betrayed,Voice,,2013,55527
Morgan Freeman,V 571331,B.B. King: The Life of Riley,Voice,,2012,55533
Morgan Freeman,V 571059,The Last White Knight,Interviewee,,2012,55535
Emma Thompson,V 533219,Annie,Screenwriter,,2014,55657
Emma Thompson,V 592469,"Men, Women & Children",Normal Acting,,2014,55658
Emma Thompson,V 581618,Love Punch,Normal Acting,,2013,55660
Emma Thompson,V 578373,Effie,Normal Acting,,2012,55663
Emma Thompson,V 578373,Effie,Screenwriter,,2012,55664
Christoph Waltz,V 583336,True Crimes,Normal Acting,,2015,55923
Christoph Waltz,V 556305,Big Eyes,Normal Acting,,2014,55924
Christoph Waltz,V 579031,Horrible Bosses 2,Normal Acting,,2014,55925
Christoph Waltz,V 572993,Reykjavik,Normal Acting,,2013,55928
Christoph Waltz,V 587613,The Prime Ministers: The Pioneers,Voice,,2013,55929
Christoph Waltz,V 584962,The Zero Theorem,Normal Acting,,2013,55930
Christoph Waltz,V 567433,It is No Dream: The Life of Theodor Herzl,Voice,,2012,55932
Charles Durning,V 590917,Captured Hearts,Normal Acting,,2013,55955
Charles Durning,V 569735,The Life Zone,Normal Acting,,2012,55956
Rachel Weisz,V 489082,Unbound Captives,Normal Acting,,2013,56291
Janet McTeer,V 571702,Parade's End,Normal Acting,,2012,56437
Brenda Blethyn,V 580624,Mary and Martha,Normal Acting,,2013,56466
Lena Olin,V 592746,Devil You Know,Normal Acting,,2013,56671
Lena Olin,V 571160,The Hypnotist,Normal Acting,,2012,56673
Colin Firth,V 557024,Bridget Jones's Baby,Normal Acting,,2015,56854
Colin Firth,V 579827,The Secret Service,Normal Acting,,2015,56855
Colin Firth,V 536560,Gambit,Normal Acting,,2014,56856
Colin Firth,V 590224,Magic in the Moonlight,Normal Acting,,2014,56857
Colin Firth,V 416831,Paddington Bear,Voice,,2014,56858
Colin Firth,V 585923,Devil's Knot,Normal Acting,,2013,56859
Colin Firth,V 558532,The Railway Man,Normal Acting,,2013,56860
Marisa Tomei,V 592541,Love Is Strange,Normal Acting,,2014,56920
Jamie Foxx,V 584260,Mean Business on North Ganson Street,Normal Acting,,2015,56979
Jamie Foxx,V 533219,Annie,Normal Acting,,2014,56980
Jamie Foxx,V 546904,The Amazing Spider-Man 2,Normal Acting,,2014,56982
Jamie Foxx,V 453890,Kane and Lynch,Normal Acting,,2013,56983
Jamie Foxx,V 504569,Sheneneh and Wanda,Normal Acting,,2013,56984
Jamie Foxx,V 504569,Sheneneh and Wanda,Producer,,2013,56985
Jamie Foxx,V 504569,Sheneneh and Wanda,Screenwriter,,2013,56986
Laura Linney,V 569714,The Big C: Hereafter: Season 04,Normal Acting,,2013,57110
Laura Linney,V 562282,The Big C: Season 03,Normal Acting,,2012,57114
Sean Penn,V 577114,The Gunman,Normal Acting,,2014,57664
Sean Penn,V 546684,The Last Photograph,Normal Acting,,2014,57665
Sean Penn,V 570700,Crazy for the Storm,Director,,2013,57666
Gary Sinise,V 577622,CSI: In Vino Veritas,Normal Acting,,2013,57750
Gary Sinise,V 565080,CSI: NY: Season 09,Normal Acting,,2012,57751
Ben Kingsley,V 585342,Eliza Graves,Normal Acting,,2014,57804
Ben Kingsley,V 577909,The Boxtrolls,Voice,,2014,57805
Ben Kingsley,V 579628,A Birder's Guide to Everything,Normal Acting,,2013,57806
Ben Kingsley,V 577082,A Common Man,Normal Acting,,2013,57807
Ben Kingsley,V 576792,The Physician,Normal Acting,,2013,57812
Ben Kingsley,V 582274,Walking With the Enemy,Normal Acting,,2013,57813
Ben Kingsley,V 567433,It is No Dream: The Life of Theodor Herzl,Voice,,2012,57814
Ben Kingsley,V 355329,Number Thirteen,Normal Acting,,2012,57815
Kevin Spacey,V 586206,House of Cards: Season 01,Normal Acting,,2013,57971
Kevin Spacey,V 586632,The Day Kennedy Died,Voice,,2013,57972
Kevin Spacey,V 563092,Inseparable,Normal Acting,,2012,57973
Kevin Spacey,V 564638,Johnny Carson: King of Late Night,Voice,,2012,57974
Chazz Palminteri,V 536985,Gotti: In the Shadow of My Father,Normal Acting,,2014,58062
Chazz Palminteri,V 583539,Last I Heard,Normal Acting,,2013,58063
Chazz Palminteri,V 580795,Modern Family: Bringing Up Baby,Normal Acting,,2012,58066
Jennifer Lawrence,V 588961,East of Eden,Normal Acting,,2015,58214
Jennifer Lawrence,V 568569,"The Hunger Games: Mockingjay, Part 2",Normal Acting,,2015,58215
Jennifer Lawrence,V 583226,The Rules of Inheritance,Normal Acting,,2015,58216
Jennifer Lawrence,V 583226,The Rules of Inheritance,Producer,,2015,58217
Jennifer Lawrence,V 579007,Serena,Normal Acting,,2014,58218
Jennifer Lawrence,V 568566,"The Hunger Games: Mockingjay, Part 1",Normal Acting,,2014,58219
Jennifer Lawrence,V 562354,X-Men: Days of Future Past,Normal Acting,,2014,58220
Jennifer Lawrence,V 570137,The Ends of the Earth,Normal Acting,,2013,58224
Jennifer Lawrence,V 570237,Chase the Stars: The Cast of The Hunger Games,Normal Acting,,2012,58227
Juliette Binoche,V 532210,Godzilla,Normal Acting,,2014,58313
Juliette Binoche,V 590257,A Thousand Times Good Night,Normal Acting,,2013,58314
Juliette Binoche,V 578568,Michael H. Profession: Director,Participant,,2013,58316
Juliette Binoche,V 568966,An Open Heart,Normal Acting,,2012,58318
Juliette Binoche,V 556759,Another Woman's Life,Normal Acting,,2012,58319
Imelda Staunton,V 559330,Maleficent,Normal Acting,,2014,58371
Imelda Staunton,V 570244,The Girl,Normal Acting,,2012,58372
Clive Owen,V 548182,Sin City: A Dame to Kill For,Normal Acting,,2014,58541
Clive Owen,V 581827,Blood Ties,Normal Acting,,2013,58542
Clive Owen,V 564268,Hemingway & Gellhorn,Normal Acting,,2012,58544
Reese Witherspoon,V 582669,Passengers,Normal Acting,,2015,58691
Reese Witherspoon,V 583338,Don't Mess With Texas,Normal Acting,,2014,58692
Reese Witherspoon,V 583338,Don't Mess With Texas,Producer,,2014,58693
Reese Witherspoon,V 585104,Gone Girl,Producer,,2014,58694
Reese Witherspoon,V 590057,Wild,Normal Acting,,2014,58695
Reese Witherspoon,V 590057,Wild,Producer,,2014,58696
Reese Witherspoon,V 585923,Devil's Knot,Normal Acting,,2013,58697
Reese Witherspoon,V 482189,Downsizing,Normal Acting,,2013,58698
John Wayne,V 569173,John Wayne: In the Movies,Archival Appearance,,2012,58744
Sam Shepard,V 592739,Cold in July,Normal Acting,,2014,59146
Ellen Page,V 562354,X-Men: Days of Future Past,Normal Acting,,2014,59688
Dan Aykroyd,V 590767,Untitled John Belushi Biopic,Executive Producer,,2015,59796
Dan Aykroyd,V 519130,Dorothy of Oz,Voice,,2014,59797
Dan Aykroyd,V 579386,Tammy,Normal Acting,,2014,59798
Dan Aykroyd,V 469509,Behind the Candelabra,Normal Acting,,2013,59799
Robert De Niro,V 585694,Artemis Fowl,Executive Producer,,2015,60863
Robert De Niro,V 585987,The Good House,Normal Acting,,2015,60864
Robert De Niro,V 591855,The Intern,Normal Acting,,2015,60865
Robert De Niro,V 582304,Candy Store,Normal Acting,,2014,60866
Robert De Niro,V 581062,Spy's Kid,Normal Acting,,2014,60867
Robert De Niro,V 471761,The Irishman,Normal Acting,,2014,60868
Robert De Niro,V 588019,Motel,Normal Acting,,2013,60873
Robert De Niro,V 587207,Trespassing Bergman,Participant,,2013,60876
Robert De Niro,V 570975,Casting By,Participant,,2012,60879
Robert De Niro,V 551567,The Comedian,Normal Acting,,2012,60882
Robert De Niro,V 551567,The Comedian,Producer,,2012,60883
Ralph Fiennes,V 569290,Grand Budapest Hotel,Normal Acting,,2014,61016
Sean Connery,V 578198,Ever to Excel,Voice,,2012,61070
Sean Connery,V 582618,Sir Billi,Voice,,2012,61071
Max von Sydow,V 584740,Dragons: Real Myths and Unreal Creatures,Participant,,2013,61170
Max von Sydow,V 565059,Branded,Normal Acting,,2012,61171
Ruby Dee,V 579684,Betty & Coretta,Normal Acting,,2013,61591
,,,,,,
